1h,1d,7d,28d
48504.5263,46163.3557,48744.754,46570.5723
48583.3268,46361.8641,48638.4556,46978.6068
48572.4832,46928.8139,48926.1513,47117.3879
48675.786,47761.6164,49715.0719,47626.7468999999
49294.3831,47845.2606,49590.8643,47422.4611999999
49151.1145,47663.6071,50370.2988,47126.3867
49336.4701,47558.2029,50028.1482,47470.2966
49592.2163,47134.4185,46374.6088,43676.5956999999
45409.6287,46548.1349,44486.403,42693.0227999999
43710.8972,45564.6132,42759.1038,42704.9738
41907.0359,44783.6766,41481.3387,41582.9910999999
40886.0082,44483.5783,40390.1122,40665.3997
40515.602,43806.5097,39514.495,39565.8709999999
39483.7514,42963.4438,39622.0417,39382.0864
38963.1619,42392.406,38255.9569,37382.1068999999
38143.9431,42208.0883,38609.5836,37465.6365
38253.9747,41616.8366,39302.5614,37910.7787
38876.3579,42284.0015,40422.5273,38527.3934
40199.382,42562.9297,41166.6123,39475.0740999999
40618.6476,43324.6735,41521.0734,40537.0662999999
41903.0193,44495.203,42713.9188,40967.1002999999
43048.5781,45330.6204,44405.9868,42085.4173
44623.455,47964.5736,48371.3945,45177.9671
48230.6963,48504.5263,48656.6611,45923.6976
48759.3293,48583.3268,48831.2244,46583.2359999999
48714.4578,48572.4832,49039.9799,46456.8444999999
49116.6578,48675.786,49130.6659,46695.0864
49130.864,49294.3831,49828.8181,47291.0961
49778.9681,49151.1145,49584.4835,47037.266
49720.4257,49336.4701,49721.6177,47173.9842999999
49571.6561,49592.2163,49071.4471,46993.1889999999
49461.7957,45409.6287,46047.8039,44353.5317
46093.2325,43710.8972,43787.0375,43595.4893
44019.7709,41907.0359,41710.1972,42836.0225999999
41998.6128,40886.0082,40831.985,42149.0048
40738.5777,40515.602,40485.1109,41249.3254
40690.0482,39483.7514,39553.6846,40567.8746
39639.0858,38963.1619,39237.225,39951.9631
38649.7519,38143.9431,38290.1906,39172.5325999999
38329.5748,38253.9747,38596.6562,39161.5492
38546.8327,38876.3579,39083.5358,39269.0484
38935.0436,40199.382,40179.8584,37572.6403999999
40295.7532,40618.6476,41485.8298,38306.3963999999
41279.2915,41903.0193,42226.5811,38987.9937999999
42179.1554,43048.5781,43471.8661,39684.5809999999
43579.8363,44623.455,44695.6772,40560.2678999999
44423.7536,48230.6963,48209.0954,43666.9245999999
48007.1342,48759.3293,48668.1248,43966.9885999999
48232.6403,48714.4578,48889.2918,44093.3830999999
48495.5673,49116.6578,49014.6286,44112.6241999999
48864.6251,49130.864,49177.8049,44184.663
49075.7205,49778.9681,49819.6512,44815.1428
49794.1828,49720.4257,49493.7872,44836.4858
49669.7648,49571.6561,49523.9041,44609.9974
49556.055,49461.7957,49793.695,44924.5982999999
49150.2694,46093.2325,46773.3773,42295.4703999999
45765.4844,44019.7709,44420.5309,40803.2653999999
44595.7756,41998.6128,43195.9449,40268.7508
42274.3986,40738.5777,42099.7182,39609.1402
41212.8574,40690.0482,41273.6333,39224.4092999999
40533.316,39639.0858,41062.567,37831.4778999999
38913.9041,38649.7519,40605.6745,37739.821
38283.062,38329.5748,38987.7492,36991.3236
38685.1248,38546.8327,39422.4353,37409.9671
39065.8065,38935.0436,39498.9689,37385.4907
39282.2544,40295.7532,39728.8006,37839.0993
39945.4459,41279.2915,40590.4458,38690.7255999999
40458.8939,42179.1554,41554.9433,39063.3579
41394.9149,43579.8363,42459.6383,39772.0806999999
42389.8621,44423.7536,43991.9254,40942.4096999999
43859.3531,48007.1342,47646.6773,43375.6397
48027.8905,48232.6403,47994.8523,43739.2926999999
48524.9108,48495.5673,48314.4666,43848.5818999999
48891.7681,48864.6251,48458.979,43973.6152
49200.8438,49075.7205,48858.8946,44217.8406
49427.4493,49794.1828,49661.4747,44561.4262
49960.4802,49669.7648,49145.3372,44741.0322999999
49952.0148,49556.055,48733.6235,44472.5944
49889.0532,49150.2694,49226.0207,44736.1676999999
49608.6946,45765.4844,46191.5814,42360.3182999999
45939.9252,44595.7756,43947.7151,41141.3706999999
43973.8476,42274.3986,42247.3889,41065.3747
42806.1768,41212.8574,41595.4361,39925.6460999999
41733.8193,40533.316,41094.1113,39387.4231999999
40862.2442,38913.9041,39958.9705,38848.5778999999
40132.0324,38283.062,39523.2872,38367.6005999999
39899.6934,38685.1248,38533.6264,37419.072
39058.5764,39065.8065,39215.654,38041.6299999999
39826.9191,39282.2544,39399.8272,37497.559
39677.4984,39945.4459,40485.3093,37890.9672999999
40363.8233,40458.8939,40838.0282,38815.6921
41075.4878,41394.9149,41766.2912,39258.7468
42155.8807,42389.8621,42873.0266,39833.4994999999
42823.2175,43859.3531,44049.7506,40807.6028
44173.8147,48027.8905,47321.1932,42527.2724999999
47520.4133,48524.9108,47982.5922,42752.9461
48102.9125,48891.7681,48238.5738,42841.5778999999
48250.7587,49200.8438,48575.8271,42968.5780999999
48586.0367,49427.4493,48665.0036,43145.5978
48691.9525,49960.4802,49462.1156,43599.5334999999
49400.6476,49952.0148,49541.5666,43809.1491
49439.9448,49889.0532,49396.3757,43522.8044999999
49350.2631,49608.6946,49086.6098,43642.6341
49055.3929,45939.9252,46486.0774,41807.0091
46311.5554,43973.8476,44760.2431,40913.8009
44538.4657,42806.1768,43177.1364,40015.6194
43735.1764,41733.8193,42421.8589,39027.7114999999
42323.5803,40862.2442,41870.0997,38562.188
41607.5391,40132.0324,40495.6484,38473.7330999999
40421.2696,39899.6934,39734.8357,38141.3991
40003.1706,39058.5764,39191.9192,37563.2255
38440.4546,39826.9191,40148.5744,37099.5062
38887.8407,39677.4984,40670.4502,37133.737
38576.4718,40363.8233,40556.368,36906.3026
39050.4319,41075.4878,40359.2217,37842.6221
39896.9896,42155.8807,41343.4631,38217.2964999999
40206.6263,42823.2175,41733.4053,38629.3666999999
41031.9713,44173.8147,42808.1844,39973.4931
41823.9415,47520.4133,46005.1243,42206.4064
45225.2297,48102.9125,46741.7954,42380.0729999999
46016.9389,48250.7587,47274.4385,42598.3933
46720.8226,48586.0367,47548.5204,42787.512
46964.6,48691.9525,47822.0899,42807.5461
47198.1741,49400.6476,48527.6465,43430.4401
47872.2374,49439.9448,48810.7353,43444.4770999999
48106.9115,49350.2631,48627.9247,43258.4608
47821.2612,49055.3929,48401.8998,43468.7168
47935.5382,46311.5554,47576.5438,43705.7185
46736.399,44538.4657,47131.3931,43636.36
46788.0487,43735.1764,46098.5145,42911.4432
46060.082,42323.5803,45730.8245,42008.7384
45766.4287,41607.5391,44863.8663,41373.7428999999
44895.9914,40421.2696,43751.004,40634.0466
43979.9529,40003.1706,42790.7656,39817.1431
42377.722,38440.4546,41376.9883,39007.3376999999
41716.5138,38887.8407,40594.2984,37927.1601
41359.9176,38576.4718,41005.2979,37292.3482999999
40988.3607,39050.4319,41421.8298,37946.8418
40660.6322,39896.9896,40731.7884,38002.6152999999
40704.0386,40206.6263,41478.4446,38041.8407999999
41217.9085,41031.9713,42104.4858,38514.6725
41915.1667,41823.9415,43104.7921,39049.8496999999
43120.3578,45225.2297,45345.2922,40868.8488999999
45061.128,46016.9389,46205.2467,41549.6022
46242.5063,46720.8226,46163.3557,41852.4803
46360.0215,46964.6,46361.8641,42052.3669
46391.8119,47198.1741,46928.8139,42315.0202999999
46527.9712,47872.2374,47761.6164,42949.5913999999
47264.5404,48106.9115,47845.2606,42927.5008
47285.6731,47821.2612,47663.6071,42833.8877999999
47053.4028,47935.5382,47558.2029,42586.6423
46946.87,46736.399,47134.4185,42798.8156999999
46511.0923,46788.0487,46548.1349,41800.8998999999
45618.4199,46060.082,45564.6132,41430.4774
45450.5868,45766.4287,44783.6766,40483.6771999999
45074.5049,44895.9914,44483.5783,40584.5723999999
44693.3462,43979.9529,43806.5097,39897.4156
43466.4797,42377.722,42963.4438,39434.3997
42655.734,41716.5138,42392.406,39389.5031999999
41725.7513,41359.9176,42208.0883,39442.8113999999
41299.9772,40988.3607,41616.8366,38598.0042
41147.968,40660.6322,42284.0015,38743.2589999999
41624.6105,40704.0386,42562.9297,39067.8548999999
41777.7736,41217.9085,43324.6735,39595.2943999999
42636.0092,41915.1667,44495.203,40369.5172
43890.5913,43120.3578,45330.6204,40860.4861
44947.7005,45061.128,47964.5736,43057.9919
47482.9559,46242.5063,48504.5263,43171.3465999999
48011.5499,46360.0215,48583.3268,43330.5627
48110.5805,46391.8119,48572.4832,43368.7575999999
48254.0079,46527.9712,48675.786,43544.8902
48328.4023,47264.5404,49294.3831,44022.4836999999
48825.1947,47285.6731,49151.1145,43804.1195999999
48573.3857,47053.4028,49336.4701,43858.1763999999
48703.9164,46946.87,49592.2163,44313.7987999999
47559.9905,46511.0923,45409.6287,41694.6197
44168.8566,45618.4199,43710.8972,40528.8805999999
41995.4101,45450.5868,41907.0359,39927.0201999999
40712.7893,45074.5049,40886.0082,39061.1048999999
39665.5731,44693.3462,40515.602,39024.8836
39020.4408,43466.4797,39483.7514,39290.0723999999
38244.1992,42655.734,38963.1619,38203.5552
37741.4324,41725.7513,38143.9431,36650.2787
38072.083,41299.9772,38253.9747,36555.5815999999
38395.6517,41147.968,38876.3579,36190.3614
38848.3457,41624.6105,40199.382,37170.0543
39317.2349,41777.7736,40618.6476,37364.0239999999
39861.5198,42636.0092,41903.0193,37886.3496
41309.2374,43890.5913,43048.5781,38759.5207
42442.6793,44947.7005,44623.455,40082.4026
44035.5823,47482.9559,48230.6963,42672.4484999999
47795.8267,48011.5499,48759.3293,43809.8067
48051.996,48110.5805,48714.4578,44210.0523
48228.9775,48254.0079,49116.6578,44589.0426999999
48443.7228,48328.4023,49130.864,44743.5403999999
48562.0069,48825.1947,49778.9681,45587.5538
49263.5398,48573.3857,49720.4257,45751.2321
49183.6631,48703.9164,49571.6561,45869.1428999999
48963.7816,47559.9905,49461.7957,46461.4933999999
47534.5991,44168.8566,46093.2325,44014.5717
43728.8649,41995.4101,44019.7709,42878.2540999999
41831.2023,40712.7893,41998.6128,42503.9761999999
39990.2125,39665.5731,40738.5777,42182.7865999999
39041.7438,39020.4408,40690.0482,41692.8842
38656.9234,38244.1992,39639.0858,40615.9513
37333.6111,37741.4324,38649.7519,40166.2332
36513.8646,38072.083,38329.5748,39745.2494999999
36713.8448,38395.6517,38546.8327,39607.0831
38026.3983,38848.3457,38935.0436,39531.3805999999
38323.5443,39317.2349,40295.7532,39427.4
38754.7318,39861.5198,41279.2915,39992.1008
40097.8482,41309.2374,42179.1554,40569.7543
41642.6901,42442.6793,43579.8363,41254.3553
42481.0507,44035.5823,44423.7536,42714.3891999999
44297.8553,47795.8267,48007.1342,46121.9585
47322.1382,48051.996,48232.6403,46529.4432
47742.3464,48228.9775,48495.5673,46825.4663999999
47977.8607,48443.7228,48864.6251,47193.5181999999
48087.955,48562.0069,49075.7205,47054.2733
48355.62,49263.5398,49794.1828,47680.6391999999
48984.5382,49183.6631,49669.7648,47860.0281
48818.2903,48963.7816,49556.055,47547.2707999999
48595.1149,47534.5991,49150.2694,47998.0173
47018.7032,43728.8649,45765.4844,44856.4711
43590.5973,41831.2023,44595.7756,44356.2871
41586.0807,39990.2125,42274.3986,42923.0126
39728.6116,39041.7438,41212.8574,42151.4113999999
39168.5453,38656.9234,40533.316,42108.1316
38692.931,37333.6111,38913.9041,41403.6993
37542.7672,36513.8646,38283.062,41262.0942999999
36953.4728,36713.8448,38685.1248,39631.4654999999
36336.9051,38026.3983,39065.8065,39467.2804
37750.9603,38323.5443,39282.2544,39583.9614999999
38974.0765,38754.7318,39945.4459,39334.1509
39118.533,40097.8482,40458.8939,40190.5066
40098.4055,41642.6901,41394.9149,40413.2552999999
40395.8621,42481.0507,42389.8621,41439.8730999999
41811.68,44297.8553,43859.3531,42789.4147
43485.342,47322.1382,48027.8905,45966.724
47038.4071,47742.3464,48524.9108,46412.7128999999
47599.6772,47977.8607,48891.7681,46633.1411999999
47729.5204,48087.955,49200.8438,46859.5651999999
47912.6359,48355.62,49427.4493,47206.8220999999
47949.4857,48984.5382,49960.4802,47853.3634
48666.2783,48818.2903,49952.0148,47903.4092999999
48798.534,48595.1149,49889.0532,47523.0388
48673.9785,47018.7032,49608.6946,46440.5653999999
47166.0517,43590.5973,45939.9252,44450.4953
43808.173,41586.0807,43973.8476,42899.3522999999
41746.3683,39728.6116,42806.1768,42221.4293
40502.0589,39168.5453,41733.8193,42014.8139
39193.2388,38692.931,40862.2442,41956.4112
38950.5749,37542.7672,40132.0324,40557.2365999999
37693.0913,36953.4728,39899.6934,39697.5642999999
36941.5964,36336.9051,39058.5764,39691.2776
37442.7933,37750.9603,39826.9191,39676.5674999999
38074.4327,38974.0765,39677.4984,39762.3416999999
38109.7704,39118.533,40363.8233,39821.6043999999
39167.8964,40098.4055,41075.4878,40125.7675999999
39711.6054,40395.8621,42155.8807,41093.9475
40293.1784,41811.68,42823.2175,41762.4695999999
41537.6487,43485.342,44173.8147,42764.3458
42678.4216,47038.4071,47520.4133,45177.6685
46488.7733,47599.6772,48102.9125,45497.7443
47182.3388,47729.5204,48250.7587,45753.6448
47318.8684,47912.6359,48586.0367,45957.5737
47602.8731,47949.4857,48691.9525,46325.9725
47950.1435,48666.2783,49400.6476,47027.0448
48500.1599,48798.534,49439.9448,47098.4719
48492.965,48673.9785,49350.2631,46957.2104
48389.6049,47166.0517,49055.3929,46534.4701
47045.4993,43808.173,46311.5554,45682.3283
44643.8147,41746.3683,44538.4657,45086.8646
42402.3317,40502.0589,43735.1764,44378.0116
41392.1389,39193.2388,42323.5803,43601.9326
40119.8593,38950.5749,41607.5391,43396.7862
39892.647,37693.0913,40421.2696,42495.0634
38530.8222,36941.5964,40003.1706,41446.4231
38413.5198,37442.7933,38440.4546,40300.1029
38145.4251,38074.4327,38887.8407,40818.403
38294.0142,38109.7704,38576.4718,40406.4574
38590.4463,39167.8964,39050.4319,39999.4619
38179.171,39711.6054,39896.9896,41007.3475
39252.4356,40293.1784,40206.6263,41465.0107
39304.8276,41537.6487,41031.9713,41851.0122
40001.805,42678.4216,41823.9415,42924.0296
41573.8526,46488.7733,45225.2297,45152.0885
44668.6954,47182.3388,46016.9389,45340.7789
45339.1942,47318.8684,46720.8226,45731.5066
45944.6511,47602.8731,46964.6,45924.1493
46185.0246,47950.1435,47198.1741,46064.6212
46350.9578,48500.1599,47872.2374,46584.068
46919.0464,48492.965,48106.9115,46768.1299
47147.103,48389.6049,47821.2612,46730.0179
46746.5417,47045.4993,47935.5382,46704.4772
46560.5701,44643.8147,46736.399,46361.3211
46108.6261,42402.3317,46788.0487,45820.0718
45400.8975,41392.1389,46060.082,44786.3953
44249.794,40119.8593,45766.4287,44399.704
43111.582,39892.647,44895.9914,43493.6363
42284.2722,38530.8222,43979.9529,42136.0765
41442.8575,38413.5198,42377.722,41836.075
41512.141,38145.4251,41716.5138,41677.2264
41215.9516,38294.0142,41359.9176,40900.8249
40812.5258,38590.4463,40988.3607,40249.3711
40273.1177,38179.171,40660.6322,40051.6692
41180.2674,39252.4356,40704.0386,40419.3145
40963.7876,39304.8276,41217.9085,40881.5046
41194.175,40001.805,41915.1667,41987.7962
41770.2839,41573.8526,43120.3578,42651.6207
42783.5905,44668.6954,45061.128,44689.3996
44856.3676,45339.1942,46242.5063,45355.3342
45666.2525,45944.6511,46360.0215,45584.9385
46070.3228,46185.0246,46391.8119,45893.8232
46020.5346,46350.9578,46527.9712,46393.6278
46474.7222,46919.0464,47264.5404,46913.6053
47137.461,47147.103,47285.6731,46979.4422
47375.3082,46746.5417,47053.4028,46944.1175
47286.9123,46560.5701,46946.87,46924.315
47287.5338,46108.6261,46511.0923,46579.1421
47120.3669,45400.8975,45618.4199,45356.7852
46351.5398,44249.794,45450.5868,45084.0458
45326.4915,43111.582,45074.5049,44245.1619
44813.9574,42284.2722,44693.3462,43719.991
43142.5439,41442.8575,43466.4797,43133.5406
42380.3111,41512.141,42655.734,42015.7312
41311.8282,41215.9516,41725.7513,42269.6012
41102.2065,40812.5258,41299.9772,41997.4136
40867.4775,40273.1177,41147.968,42011.9115
41646.2136,41180.2674,41624.6105,42494.4929
42559.0914,40963.7876,41777.7736,42957.7256
42977.5336,41194.175,42636.0092,43525.3202
43656.0348,41770.2839,43890.5913,44504.8609
44770.9706,42783.5905,44947.7005,45395.3551
45330.3342,44856.3676,47482.9559,48352.841
47501.8391,45666.2525,48011.5499,48841.615
47858.1638,46070.3228,48110.5805,48943.1613
49580.8813,46020.5346,48254.0079,48961.3122
49410.6437999999,46474.7222,48328.4023,49038.3336
48808.5743,47137.461,48825.1947,49783.8729
49267.6774999999,47375.3082,48573.3857,49758.8497
48860.8062999999,47286.9123,48703.9164,49287.223
48894.3095,47287.5338,47559.9905,49794.348
49066.0789,47120.3669,44168.8566,45588.4848
45916.2076999999,46351.5398,41995.4101,43971.2922
43362.7405,45326.4915,40712.7893,42278.4203
41765.038,44813.9574,39665.5731,41471.328
41343.0046999999,43142.5439,39020.4408,41399.1603
40518.1357999999,42380.3111,38244.1992,39760.5653
39393.0926,41311.8282,37741.4324,39254.5039
38694.0688999999,41102.2065,38072.083,38672.156
38274.1601,40867.4775,38395.6517,38687.5809
38250.616,41646.2136,38848.3457,39750.7135
38417.3285,42559.0914,39317.2349,40049.917
39106.1472999999,42977.5336,39861.5198,41181.711
40275.788,43656.0348,41309.2374,41913.2289
40845.8631,44770.9706,42442.6793,43102.9473
41921.2333,45330.3342,44035.5823,44716.9717
43080.0218,47501.8391,47795.8267,48531.3525
46971.4156999999,47858.1638,48051.996,48795.3986
47330.8202999999,49580.8813,48228.9775,48948.0076
47647.0702999999,49410.6437999999,48443.7228,48987.7305
48042.3602,48808.5743,48562.0069,49032.7761
47994.2747,49267.6774999999,49263.5398,49820.183
48670.3560999999,48860.8062999999,49183.6631,49921.0277
48660.5648999999,48894.3095,48963.7816,49974.9364
48551.7686,49066.0789,47534.5991,49964.3525
48389.5379,45916.2076999999,43728.8649,45611.4796
45221.5403,43362.7405,41831.2023,43462.362
43381.5054,41765.038,39990.2125,41719.8577
42120.7151999999,41343.0046999999,39041.7438,40867.7917
40861.7603999999,40518.1357999999,38656.9234,40768.8043
40742.7071,39393.0926,37333.6111,39651.7413
39026.9348,38694.0688999999,36513.8646,39061.5035
38466.8914,38274.1601,36713.8448,38723.898
38298.0308999999,38250.616,38026.3983,38825.9887
37962.819,38417.3285,38323.5443,39171.7424
38684.1472999999,39106.1472999999,38754.7318,40235.8073
39890.7212999999,40275.788,40097.8482,41645.8387
40576.5417,40845.8631,41642.6901,42310.3746
41623.5734,41921.2333,42481.0507,43347.2069
42638.9035999999,43080.0218,44297.8553,44221.1627
43359.9766999999,46971.4156999999,47322.1382,48033.4778
46899.0477,47330.8202999999,47742.3464,48513.3916
47336.7517999999,47647.0702999999,47977.8607,48740.2359
47632.7647999999,48042.3602,48087.955,49210.1573
47906.9213,47994.2747,48355.62,49100.0979
47946.5667,48670.3560999999,48984.5382,49831.4667
48341.0627,48660.5648999999,48818.2903,49662.1218
48207.4283,48551.7686,48595.1149,49511.8912
48129.2051999999,48389.5379,47018.7032,49825.5105
48196.2955999999,45221.5403,43590.5973,46097.0908
45108.1460999999,43381.5054,41586.0807,43614.4117
43326.8939,42120.7151999999,39728.6116,41674.2753
41793.9058,40861.7603999999,39168.5453,40982.641
40819.355,40742.7071,38692.931,40300.3404
40547.8214,39026.9348,37542.7672,39382.6192
39506.0371999999,38466.8914,36953.4728,39443.0815
38656.4447,38298.0308999999,36336.9051,38517.5725
38118.5881999999,37962.819,37750.9603,39353.4477
38988.6563,38684.1472999999,38974.0765,39430.6638
38898.6768999999,39890.7212999999,39118.533,39983.2513
39556.8174999999,40576.5417,40098.4055,41273.65
40509.535,41623.5734,40395.8621,41548.7944
40982.947,42638.9035999999,41811.68,42592.4082
41876.8785999999,43359.9766999999,43485.342,44148.2349
43129.2353999999,46899.0477,47038.4071,48266.2853
46911.6364,47336.7517999999,47599.6772,48682.9209
47527.7261,47632.7647999999,47729.5204,48950.4231
47868.7793,47906.9213,47912.6359,49045.4721
48111.8378,47946.5667,47949.4857,49430.8823
48130.9409999999,48341.0627,48666.2783,50153.7155
48727.1472999999,48207.4283,48798.534,50142.1729
48808.4709,48129.2051999999,48673.9785,49865.6891
48426.8263999999,48196.2955999999,47166.0517,49886.8033
48308.3438,45108.1460999999,43808.173,46374.8906
44057.5328999999,43326.8939,41746.3683,44340.1654
42650.4732,41793.9058,40502.0589,42629.1359
41132.2422999999,40819.355,39193.2388,41805.7714
39951.4293,40547.8214,38950.5749,41570.9754
39146.8710999999,39506.0371999999,37693.0913,40084.1839
37760.7977,38656.4447,36941.5964,39578.9302
37863.9533999999,38118.5881999999,37442.7933,38911.3952
37826.7820999999,38988.6563,38074.4327,39405.2841
38620.3666999999,38898.6768999999,38109.7704,38852.2494
39022.0440999999,39556.8174999999,39167.8964,39919.9562
39731.9067,40509.535,39711.6054,41225.8383
40951.4908,40982.947,40293.1784,41438.6838
41474.6734,41876.8785999999,41537.6487,42448.6422
42029.5397999999,43129.2353999999,42678.4216,43877.6562
42945.9228,46911.6364,46488.7733,47609.7066
46255.6361,47527.7261,47182.3388,48278.7944
46744.6820999999,47868.7793,47318.8684,48620.1453
46860.7684,48111.8378,47602.8731,48801.2806
47014.3448999999,48130.9409999999,47950.1435,48885.6278
47410.1362999999,48727.1472999999,48500.1599,49487.3297
48275.2065999999,48808.4709,48492.965,49398.4354
48265.4015,48426.8263999999,48389.6049,49256.1168
48107.2358,48308.3438,47045.4993,49813.6996
47914.0611999999,44057.5328999999,44643.8147,46327.8587
43884.1494,42650.4732,42402.3317,44960.4898
42589.2491,41132.2422999999,41392.1389,42764.3501
41495.5472,39951.4293,40119.8593,41546.5501
40452.4188999999,39146.8710999999,39892.647,40820.2866
39482.4971999999,37760.7977,38530.8222,39439.3561
38476.728,37863.9533999999,38413.5198,39938.0328
37880.2502,37826.7820999999,38145.4251,38973.3083
37946.3710999999,38620.3666999999,38294.0142,39383.4927
38450.1114999999,39022.0440999999,38590.4463,38721.1637
38540.3735999999,39731.9067,38179.171,38902.8792
38499.9231,40951.4908,39252.4356,39605.9632
39084.0573,41474.6734,39304.8276,40016.5185
39560.0253,42029.5397999999,40001.805,41105.0459
40505.4078,42945.9228,41573.8526,41663.9199
41684.1275,46255.6361,44668.6954,45874.4509
45090.0268,46744.6820999999,45339.1942,46350.6784
45747.4113999999,46860.7684,45944.6511,46946.9294
47966.6218999999,47014.3448999999,46185.0246,47126.306
46654.2454,47410.1362999999,46350.9578,47429.373
46819.4827999999,48275.2065999999,46919.0464,48274.2948
47371.1903999999,48265.4015,47147.103,48642.5339
47382.6653,48107.2358,46746.5417,48447.0775
47337.6906,47914.0611999999,46560.5701,48085.1992
47362.1255999999,43884.1494,46108.6261,47573.9992
46949.4717,42589.2491,45400.8975,46694.7885
46282.1895,41495.5472,44249.794,45449.4037
45289.2562,40452.4188999999,43111.582,44902.4524
44925.6935,39482.4971999999,42284.2722,43992.2224
44242.3674,38476.728,41442.8575,44086.272
43930.6932999999,37880.2502,41512.141,42953.4406
42635.4545,37946.3710999999,41215.9516,41001.5258
41859.3566999999,38450.1114999999,40812.5258,40940.2873
41750.525,38540.3735999999,40273.1177,40788.9861
41346.3657,38499.9231,41180.2674,40542.1593
41374.1949,39084.0573,40963.7876,40414.0867
41055.1992,39560.0253,41194.175,40857.5184
41621.4077,40505.4078,41770.2839,41433.3318
42074.6584999999,41684.1275,42783.5905,42763.9768
43088.9398999999,45090.0268,44856.3676,45588.2759
45195.3344,45747.4113999999,45666.2525,46386.5669
46259.2814,47966.6218999999,46070.3228,46737.7288
46215.3223,46654.2454,46020.5346,46750.2117
46429.3916,46819.4827999999,46474.7222,47224.3454
46627.1515999999,47371.1903999999,47137.461,47879.9307
47261.5539999999,47382.6653,47375.3082,47841.3665
47318.9663999999,47337.6906,47286.9123,48018.1466
47272.2791999999,47362.1255999999,47287.5338,47689.9039
46976.3795,46949.4717,47120.3669,47643.1272
46834.9752,46282.1895,46351.5398,46752.0664
46165.2194,45289.2562,45326.4915,46254.4787
46209.7387,44925.6935,44813.9574,45637.7024
45123.2482,44242.3674,43142.5439,44061.655
44248.4395999999,43930.6932999999,42380.3111,43088.7293
43986.4165999999,42635.4545,41311.8282,42254.6532
42970.3229999999,41859.3566999999,41102.2065,42191.7393
42344.3623,41750.525,40867.4775,42068.3561
42012.1534,41346.3657,41646.2136,42431.7786
41933.3347999999,41374.1949,42559.0914,42918.4907
42555.8692999999,41055.1992,42977.5336,42664.6865
42684.597,41621.4077,43656.0348,43218.9107
43050.3450999999,42074.6584999999,44770.9706,44365.1183
44242.6915999999,43088.9398999999,45330.3342,45382.4979
44789.1206,45195.3344,47501.8391,48028.0689
47261.4892,46259.2814,47858.1638,48495.6452
47842.4956,46215.3223,49580.8813,48744.754
48034.8801,46429.3916,49410.6437999999,48638.4556
48263.9202,46627.1515999999,48808.5743,48926.1513
48302.7123999999,47261.5539999999,49267.6774999999,49715.0719
49091.521,47318.9663999999,48860.8062999999,49590.8643
48894.9726,47272.2791999999,48894.3095,50370.2988
49195.1998,46976.3795,49066.0789,50028.1482
49743.1020999999,46834.9752,45916.2076999999,46374.6088
45835.4368,46165.2194,43362.7405,44486.403
44205.9299,46209.7387,41765.038,42759.1038
42558.3187,45123.2482,41343.0046999999,41481.3387
41507.8706,44248.4395999999,40518.1357999999,40390.1122
40837.4519,43986.4165999999,39393.0926,39514.495
39541.5267,42970.3229999999,38694.0688999999,39622.0417
39384.0985,42344.3623,38274.1601,38255.9569
38950.3744,42012.1534,38250.616,38609.5836
38302.5192,41933.3347999999,38417.3285,39302.5614
39404.6705,42555.8692999999,39106.1472999999,40422.5273
39803.6425999999,42684.597,40275.788,41166.6123
40110.1137999999,43050.3450999999,40845.8631,41521.0734
41216.2451,44242.6915999999,41921.2333,42713.9188
42239.731,44789.1206,43080.0218,44405.9868
43436.7073,47261.4892,46971.4156999999,48371.3945
47678.4855,47842.4956,47330.8202999999,48656.6611
47801.3118,48034.8801,47647.0702999999,48831.2244
48242.154,48263.9202,48042.3602,49039.9799
48322.3435,48302.7123999999,47994.2747,49130.6659
48599.4715,49091.521,48670.3560999999,49828.8181
48886.9864,48894.9726,48660.5648999999,49584.4835
48891.6091999999,49195.1998,48551.7686,49721.6177
48739.5487999999,49743.1020999999,48389.5379,49071.4471
49220.6861999999,45835.4368,45221.5403,46047.8039
45511.7957,44205.9299,43381.5054,43787.0375
43388.0587,42558.3187,42120.7151999999,41710.1972
42299.7598999999,41507.8706,40861.7603999999,40831.985
41578.0573999999,40837.4519,40742.7071,40485.1109
41263.4165999999,39541.5267,39026.9348,39553.6846
40253.5664,39384.0985,38466.8914,39237.225
39370.8966,38950.3744,38298.0308999999,38290.1906
39215.463,38302.5192,37962.819,38596.6562
38453.2047,39404.6705,38684.1472999999,39083.5358
39465.0471,39803.6425999999,39890.7212999999,40179.8584
40275.9649999999,40110.1137999999,40576.5417,41485.8298
41248.9236,41216.2451,41623.5734,42226.5811
42330.0771,42239.731,42638.9035999999,43471.8661
42914.9167999999,43436.7073,43359.9766999999,44695.6772
44017.4790999999,47678.4855,46899.0477,48209.0954
47398.4316,47801.3118,47336.7517999999,48668.1248
47694.2376,48242.154,47632.7647999999,48889.2918
48060.4905,48322.3435,47906.9213,49014.6286
48180.4349999999,48599.4715,47946.5667,49177.8049
48503.3736999999,48886.9864,48341.0627,49819.6512
48905.3782999999,48891.6091999999,48207.4283,49493.7872
48705.3937999999,48739.5487999999,48129.2051999999,49523.9041
48702.7742999999,49220.6861999999,48196.2955999999,49793.695
48949.0602999999,45511.7957,45108.1460999999,46773.3773
45455.9406,43388.0587,43326.8939,44420.5309
43113.5602,42299.7598999999,41793.9058,43195.9449
41773.631,41578.0573999999,40819.355,42099.7182
41098.7788999999,41263.4165999999,40547.8214,41273.6333
